ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2310896	2.19e-04	1.96e-05	-4.635758	2.335954	-0.59883502	208879434	NLRP3	NLR family pyrin domain containing 3
ILMN_1714067	1.87e-05	1.10e-06	-5.420689	5.119224	-0.59737374	633257774	NTRK2	neurotrophic receptor tyrosine kinase 2
ILMN_1694106	3.31e-04	3.17e-05	-4.499831	1.87343	-0.59679798	295842305	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
ILMN_1781580	6.34e-06	3.09e-07	-5.756595	6.356901	-0.59580471	227452355	BRI3	brain protein I3
ILMN_1763837	2.12e-03	2.82e-04	-3.857216	-0.213803	-0.59495286	157266299	ANPEP	alanyl aminopeptidase, membrane
ILMN_2156250	3.33e-09	4.76e-11	-8.000322	14.946929	-0.59480135	528078360	SOCS3	suppressor of cytokine signaling 3
ILMN_1717702	7.88e-06	4.03e-07	-5.686463	6.096647	-0.59471044	112382373	KCNK17	potassium two pore domain channel subfamily K member 17
ILMN_1801226	6.62e-07	2.15e-08	-6.445797	8.955122	-0.59447475	364023823	DOCK6	dedicator of cytokinesis 6
ILMN_1707124	8.12e-02	2.26e-02	-2.339899	-4.261036	-0.59444108	1042779736	TFPI	tissue factor pathway inhibitor
ILMN_1711311	1.22e-09	1.54e-11	-8.287575	16.055402	-0.59410774	144094254	PODXL	podocalyxin like
ILMN_1810191	6.22e-04	6.72e-05	-4.28328	1.150784	-0.59311111	226693353	PLA2G4C	phospholipase A2 group IVC
ILMN_1738589	3.41e-05	2.23e-06	-5.232268	4.435773	-0.5930202	375268699	MGLL	monoglyceride lipase
ILMN_1753823	8.05e-10	9.46e-12	-8.41159	16.532993	-0.59298316	19923714	IL17D	interleukin 17D
ILMN_2386982	8.70e-04	1.00e-04	-4.166418	0.768593	-0.59277441	75709224	PRKCZ	protein kinase C zeta
ILMN_1736670	8.70e-03	1.50e-03	-3.327837	-1.785624	-0.59206397	349732222	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
ILMN_1750062	3.21e-04	3.05e-05	-4.509998	1.907795	-0.59194949	116284374	PPARGC1A	PPARG coactivator 1 alpha
ILMN_1716247	4.55e-10	4.96e-12	-8.576659	17.167544	-0.59181145	42766421	FIBIN	fin bud initiation factor homolog (zebrafish)
ILMN_1720710	1.54e-06	5.75e-08	-6.193095	7.995001	-0.5902862	306966173	HSPB3	heat shock protein family B (small) member 3
ILMN_1673129	2.24e-10	2.28e-12	-8.775542	17.930065	-0.58941077	523498714	PCDH12	protocadherin 12
ILMN_1741007	2.21e-07	6.20e-09	-6.764012	10.173105	-0.58862626	1007383664	SGCA	sarcoglycan alpha
ILMN_1779163	6.63e-06	3.27e-07	-5.741233	6.299817	-0.58850505	948284363	AAMDC	adipogenesis associated Mth938 domain containing
ILMN_2337655	7.02e-03	1.15e-03	-3.413396	-1.541897	-0.58840067	47419913	WARS	tryptophanyl-tRNA synthetase
ILMN_1657892	2.23e-04	2.00e-05	-4.630281	2.31719	-0.58835017	574956973	TLR8	toll like receptor 8
ILMN_1717261	4.20e-02	9.89e-03	-2.664054	-3.522649	-0.58752525	18641371	HLA-DRB3	major histocompatibility complex, class II, DR beta 3
ILMN_1666444	2.22e-05	1.35e-06	-5.365838	4.919398	-0.5873468	NA		
ILMN_1738784	2.21e-07	6.22e-09	-6.763067	10.169475	-0.58660269	315113858	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha
ILMN_2340259	1.05e-02	1.87e-03	-3.253289	-1.994517	-0.58655556	82799480	PDE4B	phosphodiesterase 4B
ILMN_2341067	1.31e-05	7.29e-07	-5.530219	5.520257	-0.58642424	531034771	NLGN4X	neuroligin 4, X-linked
ILMN_2066066	2.49e-03	3.41e-04	-3.798824	-0.394316	-0.58632323	30172540	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)
ILMN_1736863	1.38e-05	7.67e-07	-5.516827	5.471084	-0.58604377	512749781	TMEM140	transmembrane protein 140
ILMN_1664855	1.69e-04	1.43e-05	-4.724199	2.640348	-0.5857037	118722343	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C
ILMN_2316386	8.58e-11	7.21e-13	-9.071536	19.060103	-0.58553199	116284383	GPBAR1	G protein-coupled bile acid receptor 1
ILMN_1807919	1.68e-06	6.37e-08	-6.166815	7.895591	-0.58538047	808688337	TNS1	tensin 1
ILMN_1652777	1.21e-07	3.03e-09	-6.946462	10.874799	-0.58388215	342837732	CDC42EP2	CDC42 effector protein 2
ILMN_1696466	8.65e-02	2.45e-02	-2.306659	-4.332302	-0.58326263	319890244	ROPN1L	rhophilin associated tail protein 1 like
ILMN_1744765	8.84e-07	3.02e-08	-6.359052	8.624728	-0.58320875	331999953	KRT4	keratin 4
ILMN_2319000	5.91e-05	4.21e-06	-5.059904	3.818381	-0.5822862	111159471	MATK	megakaryocyte-associated tyrosine kinase
ILMN_1705213	1.49e-06	5.53e-08	-6.203407	8.034032	-0.58212458	1009287484	TMBIM1	transmembrane BAX inhibitor motif containing 1
ILMN_1755649	5.28e-05	3.68e-06	-5.096554	3.948993	-0.58199327	421919752	SLC16A5	solute carrier family 16 member 5
ILMN_2078592	3.24e-05	2.10e-06	-5.24796	4.492361	-0.58191582	221139832	ADTRP	androgen dependent TFPI regulating protein
ILMN_1730816	2.93e-03	4.15e-04	-3.738036	-0.580446	-0.5816936	7656842	GPR162	G protein-coupled receptor 162
ILMN_1729161	8.16e-06	4.20e-07	-5.675788	6.057114	-0.58159933	975830165	NOTCH1	notch 1
ILMN_1752451	7.20e-03	1.19e-03	-3.403779	-1.569501	-0.58121549	982742429	CTSH	cathepsin H
ILMN_1651832	8.27e-05	6.25e-06	-4.952079	3.436316	-0.58106734	540344516	EHD1	EH domain containing 1
ILMN_1772036	4.86e-04	5.00e-05	-4.369104	1.435008	-0.58038721	328887947	STEAP4	STEAP4 metalloreductase
ILMN_1782788	6.15e-04	6.62e-05	-4.287932	1.166113	-0.57996633	224586881	YBX3	Y-box binding protein 3
ILMN_2371169	7.24e-05	5.34e-06	-4.995484	3.589716	-0.57929293	58530843	ZYX	zyxin
ILMN_1689111	7.63e-07	2.53e-08	-6.404092	8.796176	-0.57928956	291045120	CXCL12	C-X-C motif chemokine ligand 12
ILMN_1721495	3.72e-03	5.46e-04	-3.652098	-0.840398	-0.57852862	223718256	ADAMTSL2	ADAMTS like 2
ILMN_2396287	3.44e-03	4.99e-04	-3.680646	-0.754464	-0.57835354	194097415	RFX2	regulatory factor X2
ILMN_2365479	3.53e-11	2.52e-13	-9.343172	20.091305	-0.57825926	339409187	SNX1	sorting nexin 1
ILMN_2254635	5.12e-03	7.89e-04	-3.535559	-1.186747	-0.57802357	556503455	ITGAX	integrin subunit alpha X
ILMN_1697733	1.31e-02	2.45e-03	-3.162836	-2.243521	-0.5779899	325197208	CST6	cystatin E/M
ILMN_1798360	3.10e-03	4.42e-04	-3.718622	-0.639501	-0.57792256	114155149	ACKR3	atypical chemokine receptor 3
ILMN_1720501	1.12e-07	2.78e-09	-6.968132	10.958269	-0.57779125	88999587	ABCA9	ATP binding cassette subfamily A member 9
ILMN_1740633	1.55e-05	8.78e-07	-5.481014	5.339776	-0.57740404	133908619	PRF1	perforin 1
ILMN_1788384	2.01e-07	5.54e-09	-6.792548	10.282716	-0.57699327	153251949	TMEM245	transmembrane protein 245
ILMN_1690034	1.59e-04	1.33e-05	-4.744162	2.70942	-0.57640741	118582274	SOD3	superoxide dismutase 3, extracellular
ILMN_1705985	1.89e-03	2.46e-04	-3.898478	-0.085255	-0.57609428	NA		
ILMN_1676649	8.97e-07	3.07e-08	-6.354725	8.60827	-0.5750202	959070649	AQP4	aquaporin 4
ILMN_1661802	2.30e-09	3.10e-11	-8.109252	15.36759	-0.57472727	155030203	RAPGEF4	Rap guanine nucleotide exchange factor 4
ILMN_1779965	7.70e-06	3.92e-07	-5.693776	6.123743	-0.57466667	149999601	AK1	adenylate kinase 1
ILMN_1699931	3.39e-03	4.90e-04	-3.686129	-0.737911	-0.57461616	33667066	HCST	hematopoietic cell signal transducer
ILMN_2337974	3.22e-04	3.07e-05	-4.508455	1.902578	-0.57455556	325651990	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
ILMN_2381899	2.97e-06	1.24e-07	-5.994744	7.247021	-0.5740303	56549110	OPTN	optineurin
ILMN_1678961	2.51e-08	4.76e-10	-7.415934	12.687179	-0.57342761	971013635	FRMD4A	FERM domain containing 4A
ILMN_2264177	1.78e-05	1.04e-06	-5.436525	5.177043	-0.57281481	631790801	UPK3B	uroplakin 3B
ILMN_2150095	5.70e-07	1.82e-08	-6.488776	9.119103	-0.57139731	214831648	CES1P1	carboxylesterase 1 pseudogene 1
ILMN_1781010	7.80e-06	3.98e-07	-5.689768	6.10889	-0.571367	190885489	ARHGEF3	Rho guanine nucleotide exchange factor 3
ILMN_1664912	5.28e-04	5.52e-05	-4.340702	1.340626	-0.57111111	NA		
ILMN_1684585	6.96e-03	1.14e-03	-3.416753	-1.532249	-0.57089899	557878734	ACSL1	acyl-CoA synthetase long-chain family member 1
ILMN_2395156	1.34e-11	7.94e-14	-9.64381	21.225207	-0.57054209	41349453	PRELP	proline and arginine rich end leucine rich repeat protein
ILMN_2379599	3.73e-02	8.57e-03	-2.717898	-3.392629	-0.56931987	344179111	CD163	CD163 molecule
ILMN_1797526	9.61e-11	8.31e-13	-9.034909	18.920609	-0.56864646	155969690	SERTM1	serine rich and transmembrane domain containing 1
ILMN_2058795	5.64e-05	3.98e-06	-5.075554	3.87411	-0.56860606	525342445	CPQ	carboxypeptidase Q
ILMN_1785891	7.00e-06	3.50e-07	-5.723821	6.235166	-0.56858586	115529462	PRKD1	protein kinase D1
ILMN_2334385	6.06e-08	1.36e-09	-7.149717	11.658551	-0.56853872	126362966	NCKAP5	NCK associated protein 5
ILMN_1661266	1.74e-01	6.13e-02	-1.90722	-5.120148	-0.56798316	345461082	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1
ILMN_1707156	1.21e-04	9.66e-06	-4.832493	3.016586	-0.56784512	197276642	LRRFIP2	LRR binding FLII interacting protein 2
ILMN_1735779	2.08e-03	2.75e-04	-3.864585	-0.190905	-0.56699327	386781673	KCNJ8	potassium voltage-gated channel subfamily J member 8
ILMN_2083469	8.61e-03	1.47e-03	-3.332676	-1.771954	-0.5666835	38683859	IRS2	insulin receptor substrate 2
ILMN_1755937	2.76e-08	5.33e-10	-7.387582	12.577555	-0.566367	50845385	ANXA2	annexin A2
ILMN_2359907	2.53e-03	3.48e-04	-3.792676	-0.413224	-0.56617172	91199547	CD68	CD68 molecule
ILMN_1690342	3.56e-06	1.54e-07	-5.93877	7.036977	-0.56546128	375331875	LTA4H	leukotriene A4 hydrolase
ILMN_1801833	8.50e-07	2.89e-08	-6.369912	8.666046	-0.56524579	111154091	ARHGAP24	Rho GTPase activating protein 24
ILMN_2223350	5.08e-09	7.74e-11	-7.876999	14.470335	-0.56521549	746816008	SPRYD7	SPRY domain containing 7
ILMN_1691884	1.44e-02	2.73e-03	-3.125444	-2.344997	-0.56511111	61676085	STC2	stanniocalcin 2
ILMN_1800787	5.37e-04	5.65e-05	-4.333987	1.318357	-0.56450505	41872576	RFTN1	raftlin, lipid raft linker 1
ILMN_2099301	6.27e-05	4.50e-06	-5.041928	3.754455	-0.56420875	313760641	SUN2	Sad1 and UNC84 domain containing 2
ILMN_2095133	4.71e-05	3.21e-06	-5.133267	4.080197	-0.56393266	306966129	SPTAN1	spectrin alpha, non-erythrocytic 1
ILMN_1746561	1.64e-07	4.33e-09	-6.855643	10.52526	-0.56373401	315360669	BCL2L2	BCL2 like 2
ILMN_1792495	1.41e-11	8.38e-14	-9.629659	21.172021	-0.56367677	427918084	AHNAK	AHNAK nucleoprotein
ILMN_1799467	7.65e-04	8.58e-05	-4.212288	0.91793	-0.56309091	745399079	SAMD9L	sterile alpha motif domain containing 9 like
ILMN_2105919	1.21e-09	1.51e-11	-8.292278	16.073524	-0.56308418	153285460	FGF2	fibroblast growth factor 2
ILMN_1771627	5.67e-05	4.00e-06	-5.073922	3.868295	-0.56259259	215599221	ZMIZ1	zinc finger MIZ-type containing 1
ILMN_1747622	4.17e-06	1.85e-07	-5.890386	6.855817	-0.56230976	130979980	CD33	CD33 molecule
ILMN_2094360	3.87e-03	5.72e-04	-3.637475	-0.88425	-0.56161279	223555947	NR2F2	nuclear receptor subfamily 2 group F member 2
ILMN_1745994	6.68e-05	4.85e-06	-5.021674	3.682539	-0.56113805	41406077	GAS7	growth arrest specific 7
ILMN_1738992	1.31e-04	1.06e-05	-4.805859	2.923705	-0.56086195	4505226	MNDA	myeloid cell nuclear differentiation antigen
ILMN_1808824	4.19e-05	2.80e-06	-5.170849	4.214876	-0.56085185	197313771	NEBL	nebulette
ILMN_2345353	3.02e-06	1.27e-07	-5.988256	7.222651	-0.56021549	262118329	LST1	leukocyte specific transcript 1
ILMN_1724480	9.10e-04	1.06e-04	-4.15036	0.716526	-0.56017845	195927058	AXIN2	axin 2
ILMN_1665964	4.75e-07	1.49e-08	-6.539537	9.313001	-0.55930303	270265867	GAB2	GRB2 associated binding protein 2
ILMN_1687315	1.67e-05	9.65e-07	-5.455851	5.247678	-0.55918855	632794850	RXRA	retinoid X receptor alpha
ILMN_1728478	1.38e-03	1.72e-04	-4.006596	0.255384	-0.55856566	568599835	CXCL16	C-X-C motif chemokine ligand 16
ILMN_1776121	2.20e-03	2.94e-04	-3.844495	-0.253269	-0.55816835	116256463	KIAA1211L	KIAA1211 like
ILMN_1752810	1.50e-05	8.42e-07	-5.491978	5.379944	-0.55806061	557878604	LARP6	La ribonucleoprotein domain family member 6
ILMN_1776953	4.24e-05	2.84e-06	-5.166811	4.200387	-0.55711111	365733632	MYL9	myosin light chain 9
ILMN_1665775	3.48e-07	1.04e-08	-6.631904	9.666426	-0.55670034	955471912	MARC2	mitochondrial amidoxime reducing component 2
ILMN_1752968	1.61e-03	2.04e-04	-3.954667	0.091097	-0.55636027	119703754	LAMB2	laminin subunit beta 2
ILMN_1779410	3.61e-05	2.36e-06	-5.216257	4.378094	-0.55623569	94721251	VAPA	VAMP associated protein A
ILMN_2112357	7.21e-05	5.29e-06	-4.997786	3.597867	-0.5559798	574277332	CD300LF	CD300 molecule like family member f
ILMN_2186061	1.77e-02	3.49e-03	-3.040797	-2.571498	-0.55542424	223941849	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
ILMN_1659649	4.19e-11	3.09e-13	-9.290448	19.891626	-0.55505051	209529740	SGCG	sarcoglycan gamma
ILMN_1807277	1.22e-03	1.49e-04	-4.050158	0.394146	-0.55486195	523498473	IFI30	IFI30, lysosomal thiol reductase
ILMN_2345292	5.75e-08	1.27e-09	-7.166739	11.724263	-0.55467677	523498699	FXYD1	FXYD domain containing ion transport regulator 1
ILMN_1727532	3.25e-03	4.67e-04	-3.700966	-0.693042	-0.55452525	556503407	OLFML3	olfactomedin like 3
ILMN_1721842	9.25e-03	1.61e-03	-3.304427	-1.851574	-0.55446801	599044742	RYBP	RING1 and YY1 binding protein
ILMN_1811702	5.77e-04	6.14e-05	-4.309618	1.237694	-0.55268013	NA		
ILMN_1733675	1.55e-04	1.29e-05	-4.751818	2.735943	-0.55188215	262118252	MPP1	membrane palmitoylated protein 1
ILMN_1739428	8.14e-04	9.25e-05	-4.190127	0.845672	-0.55058923	153082754	IFIT2	interferon induced protein with tetratricopeptide repeats 2
ILMN_1764030	7.12e-06	3.57e-07	-5.718183	6.214244	-0.55053535	632794828	CCL23	C-C motif chemokine ligand 23
ILMN_2367753	1.51e-05	8.49e-07	-5.489696	5.371581	-0.55051852	340523124	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
ILMN_1737988	7.22e-04	8.03e-05	-4.231716	0.981449	-0.54959933	122056621	PRNP	prion protein
ILMN_2161556	4.40e-09	6.59e-11	-7.917518	14.626957	-0.54904377	756140866	C12orf49	chromosome 12 open reading frame 49
ILMN_2392274	2.36e-06	9.51e-08	-6.063052	7.503985	-0.54841077	67782353	CD82	CD82 molecule
ILMN_1702858	4.48e-06	2.03e-07	-5.865736	6.763665	-0.5477037	133922589	ADHFE1	alcohol dehydrogenase, iron containing 1
ILMN_1745954	1.30e-07	3.31e-09	-6.923903	10.787934	-0.54709428	451172104	CORO1C	coronin 1C
ILMN_2290618	1.85e-08	3.36e-10	-7.504629	13.030184	-0.54708754	320202925	SEC22C	SEC22 homolog C, vesicle trafficking protein
ILMN_2120210	2.76e-03	3.87e-04	-3.759863	-0.513827	-0.54680135	354681998	RCAN2	regulator of calcineurin 2
ILMN_1705302	1.99e-04	1.74e-05	-4.668167	2.447193	-0.54678114	226958667	FCGRT	Fc fragment of IgG receptor and transporter
ILMN_1784737	2.28e-06	9.14e-08	-6.073409	7.543007	-0.5463367	296010839	S1PR4	sphingosine-1-phosphate receptor 4
ILMN_2412380	1.43e-02	2.71e-03	-3.128619	-2.336415	-0.54591246	345090977	TSC22D1	TSC22 domain family member 1
ILMN_2057479	2.62e-03	3.62e-04	-3.780111	-0.45181	-0.54499663	268607665	EGFL6	EGF like domain multiple 6
ILMN_1802205	7.28e-03	1.20e-03	-3.398899	-1.583489	-0.54443771	748585188	RHOB	ras homolog family member B
ILMN_1773901	4.13e-10	4.42e-12	-8.605657	17.278867	-0.54432997	153791677	STX12	syntaxin 12
ILMN_1798690	3.32e-10	3.48e-12	-8.66688	17.513744	-0.54420875	145275197	ADAMTSL3	ADAMTS like 3
ILMN_1679045	1.59e-03	2.01e-04	-3.959524	0.10641	-0.5432963	28416939	SBDS	SBDS ribosome assembly guanine nucleotide exchange factor
ILMN_1795183	2.84e-02	6.14e-03	-2.840288	-3.08961	-0.54251178	318037195	RNASE1	ribonuclease A family member 1, pancreatic
ILMN_1673548	2.67e-04	2.46e-05	-4.571038	2.114907	-0.54249495	156151365	LGALSL	galectin like
ILMN_1666894	2.37e-07	6.73e-09	-6.743193	10.093171	-0.54206397	126091140	CSPG4	chondroitin sulfate proteoglycan 4
ILMN_1762294	2.05e-07	5.68e-09	-6.786089	10.2579	-0.54185185	568384849	ADAMTSL4	ADAMTS like 4
ILMN_1730620	2.64e-06	1.08e-07	-6.029341	7.377085	-0.54091246	320461703	ARRB1	arrestin beta 1
ILMN_1793730	2.08e-03	2.75e-04	-3.864031	-0.192627	-0.5406734	381388756	DCSTAMP	dendrocyte expressed seven transmembrane protein
ILMN_1778681	1.85e-03	2.40e-04	-3.906009	-0.061703	-0.54028956	1022943186	EBF1	early B-cell factor 1
ILMN_1746769	1.58e-05	8.95e-07	-5.475779	5.320602	-0.54015152	619534183	PLA2G3	phospholipase A2 group III
ILMN_1703330	2.18e-06	8.66e-08	-6.087462	7.595977	-0.53957239	36030993	FEM1C	fem-1 homolog C
ILMN_1656927	4.75e-06	2.18e-07	-5.846959	6.69354	-0.53884512	147904699	SEMA5A	semaphorin 5A
ILMN_1685042	2.95e-07	8.65e-09	-6.679017	9.846967	-0.53854209	38787969	TNS2	tensin 2
ILMN_1796642	1.08e-07	2.65e-09	-6.980444	11.005703	-0.5376835	189083740	NCF2	neutrophil cytosolic factor 2
ILMN_1662619	1.10e-01	3.35e-02	-2.175431	-4.605261	-0.53764983	1042779691	TFPI	tissue factor pathway inhibitor
ILMN_1685009	1.87e-03	2.43e-04	-3.902267	-0.073409	-0.53754882	88501733	ITGAM	integrin subunit alpha M
ILMN_1809467	9.60e-03	1.68e-03	-3.289258	-1.894136	-0.53698653	31543930	VAMP5	vesicle associated membrane protein 5
ILMN_2368585	2.29e-04	2.06e-05	-4.621014	2.28547	-0.5366936	NA		
ILMN_1654570	1.09e-01	3.31e-02	-2.180582	-4.594803	-0.53627609	16753230	TEKT1	tektin 1
ILMN_2091310	1.12e-03	1.34e-04	-4.079968	0.489593	-0.53609764	194306538	ANO1	anoctamin 1
ILMN_1792473	2.41e-02	5.05e-03	-2.910742	-2.910571	-0.53563973	974987456	AIF1	allograft inflammatory factor 1
ILMN_1785356	6.05e-08	1.35e-09	-7.150826	11.662831	-0.53546465	343098487	DENND5A	DENN domain containing 5A
ILMN_1683598	9.66e-03	1.69e-03	-3.286766	-1.901117	-0.53540404	168480130	ACSL4	acyl-CoA synthetase long-chain family member 4
ILMN_1700584	4.24e-06	1.89e-07	-5.885184	6.83636	-0.53471717	48675810	IER2	immediate early response 2
ILMN_1662932	2.13e-03	2.83e-04	-3.855513	-0.219091	-0.53381481	195546923	LCP1	lymphocyte cytosolic protein 1
ILMN_2276952	1.82e-03	2.35e-04	-3.911723	-0.043816	-0.53301684	62865622	TSC22D3	TSC22 domain family member 3
ILMN_1676725	1.68e-05	9.71e-07	-5.454235	5.24177	-0.53248822	NA		
ILMN_2410523	1.17e-04	9.28e-06	-4.84338	3.054616	-0.53	62420883	DDR2	discoidin domain receptor tyrosine kinase 2
ILMN_1804737	1.39e-05	7.73e-07	-5.514825	5.463737	-0.5297037	197927275	RAVER2	ribonucleoprotein, PTB binding 2
ILMN_1791912	8.61e-05	6.56e-06	-4.939087	3.390507	-0.52940067	NA		
ILMN_1688892	1.90e-06	7.33e-08	-6.130374	7.757893	-0.5293367	732170488	LAMA3	laminin subunit alpha 3
ILMN_2292178	2.50e-03	3.42e-04	-3.797438	-0.398579	-0.52878451	189181662	CLEC12A	C-type lectin domain family 12 member A
ILMN_1656369	1.40e-01	4.56e-02	-2.04109	-4.87051	-0.52858586	356582235	C8orf4	chromosome 8 open reading frame 4
ILMN_1717639	1.63e-02	3.16e-03	-3.075695	-2.478663	-0.52841751	116256470	SIK1	salt inducible kinase 1
ILMN_1690209	6.59e-05	4.77e-06	-5.026085	3.698192	-0.52763973	630044857	C1orf186	chromosome 1 open reading frame 186
ILMN_1710514	1.00e-02	1.77e-03	-3.272008	-1.942373	-0.52641077	164664507	BCL3	B-cell CLL/lymphoma 3
ILMN_1808226	4.65e-04	4.76e-05	-4.383184	1.481915	-0.52618855	156416008	RGS16	regulator of G-protein signaling 16
ILMN_1655904	1.63e-08	2.86e-10	-7.544973	13.186228	-0.52599327	392050777	ROR1	receptor tyrosine kinase like orphan receptor 1
ILMN_1784608	5.28e-04	5.53e-05	-4.339853	1.337809	-0.52591582	37577106	CLEC2B	C-type lectin domain family 2 member B
ILMN_1741613	6.56e-06	3.23e-07	-5.74497	6.313699	-0.52570707	961525489	SERINC1	serine incorporator 1
ILMN_1751569	4.22e-02	9.95e-03	-2.661825	-3.527988	-0.52545455	282721062	ERICH3	glutamate rich 3
ILMN_1781906	8.52e-08	2.01e-09	-7.050809	11.276936	-0.52526936	224549001	RBM17	RNA binding motif protein 17
ILMN_1661755	1.50e-03	1.89e-04	-3.978084	0.165028	-0.52488215	565324157	FAM129B	family with sequence similarity 129 member B
ILMN_2135944	6.14e-04	6.60e-05	-4.288626	1.168401	-0.52420202	62945405	CT45A3	cancer/testis antigen family 45, member A3
ILMN_1699317	5.52e-08	1.21e-09	-7.179727	11.774409	-0.52357576	574276924	CNTN6	contactin 6
ILMN_1687768	7.38e-03	1.23e-03	-3.393369	-1.599321	-0.5229596	314122155	NCOA7	nuclear receptor coactivator 7
ILMN_2349658	1.41e-03	1.76e-04	-3.999024	0.231351	-0.52245118	NA		
ILMN_1769556	2.40e-05	1.48e-06	-5.342312	4.833903	-0.52226936	NA		
ILMN_1681703	5.91e-05	4.21e-06	-5.060229	3.819538	-0.52211111	146260266	FOXO3	forkhead box O3
ILMN_1719627	1.84e-04	1.58e-05	-4.695745	2.542128	-0.5219697	13236578	SLC27A3	solute carrier family 27 member 3
ILMN_1789638	6.79e-07	2.22e-08	-6.437519	8.923558	-0.52196633	568214942	MFSD2A	major facilitator superfamily domain containing 2A
ILMN_2097793	3.21e-05	2.08e-06	-5.251259	4.504266	-0.52181145	192807283	ZBTB4	zinc finger and BTB domain containing 4
ILMN_2374683	1.20e-04	9.58e-06	-4.834638	3.024076	-0.52180808	194688154	PTPN13	protein tyrosine phosphatase, non-receptor type 13
ILMN_2089329	1.43e-03	1.78e-04	-3.99536	0.219733	-0.52157576	972781234	SPRY2	sprouty RTK signaling antagonist 2
ILMN_2344216	1.32e-04	1.07e-05	-4.803865	2.916762	-0.52082492	375151587	STX2	syntaxin 2
ILMN_1795826	4.44e-06	2.01e-07	-5.86847	6.773881	-0.52060943	85793113	ATP6V0D1	ATPase H+ transporting V0 subunit d1
ILMN_1749868	2.27e-03	3.06e-04	-3.831484	-0.293554	-0.52047138	63025205	FAM171A1	family with sequence similarity 171 member A1
ILMN_2375599	2.50e-06	1.02e-07	-6.04574	7.438797	-0.51982828	42822873	RNH1	ribonuclease/angiogenin inhibitor 1
ILMN_1652677	4.49e-06	2.04e-07	-5.864566	6.759294	-0.51956566	211938455	FAM89A	family with sequence similarity 89 member A
ILMN_1743373	1.35e-03	1.66e-04	-4.016815	0.287859	-0.51928956	110735442	DLL1	delta like canonical Notch ligand 1
ILMN_2404688	6.24e-04	6.76e-05	-4.281955	1.146418	-0.51855219	109948306	NUPR1	nuclear protein 1, transcriptional regulator
ILMN_1772278	1.89e-06	7.28e-08	-6.132195	7.76477	-0.51812458	225543460	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
ILMN_1727200	1.35e-03	1.66e-04	-4.016248	0.286055	-0.51808418	39777593	SLCO4A1	solute carrier organic anion transporter family member 4A1
ILMN_1682312	1.19e-02	2.17e-03	-3.202848	-2.133986	-0.51800337	163854302	CYBB	cytochrome b-245 beta chain
ILMN_1807825	1.06e-02	1.89e-03	-3.250647	-2.001862	-0.51794613	55775471	LY86	lymphocyte antigen 86
ILMN_1656410	4.45e-04	4.50e-05	-4.399062	1.534904	-0.51787879	170014741	TRPC6	transient receptor potential cation channel subfamily C member 6
ILMN_2272876	1.86e-09	2.45e-11	-8.169544	15.60027	-0.51780808	319918869	SYT15	synaptotagmin 15
ILMN_1789830	5.93e-03	9.39e-04	-3.479848	-1.349734	-0.51724579	321267561	CFLAR	CASP8 and FADD like apoptosis regulator
ILMN_2329927	3.13e-04	2.97e-05	-4.518254	1.935727	-0.51682492	46592897	ABCG1	ATP binding cassette subfamily G member 1
ILMN_1790197	9.57e-07	3.33e-08	-6.333753	8.528522	-0.51620875	221136817	VSIG10	V-set and immunoglobulin domain containing 10
ILMN_1758941	2.35e-06	9.46e-08	-6.064577	7.509731	-0.51593939	115430111	REEP5	receptor accessory protein 5
ILMN_1715401	1.50e-01	5.05e-02	-1.995748	-4.956723	-0.51589899	669633285	MT1G	metallothionein 1G
ILMN_1811330	2.91e-03	4.11e-04	-3.741226	-0.570725	-0.51573064	356582286	FAM134B	family with sequence similarity 134 member B
ILMN_2339266	4.05e-04	4.04e-05	-4.430557	1.640295	-0.51552525	119466530	LAMA2	laminin subunit alpha 2
ILMN_1803988	5.89e-04	6.29e-05	-4.302577	1.214434	-0.5153771	309747064	MCL1	BCL2 family apoptosis regulator
ILMN_1658356	3.35e-02	7.52e-03	-2.766217	-3.274227	-0.51520202	544063435	PAMR1	peptidase domain containing associated with muscle regeneration 1
ILMN_1657395	1.83e-04	1.57e-05	-4.697664	2.548746	-0.51519192	196049378	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
ILMN_2201966	6.14e-04	6.61e-05	-4.288154	1.166846	-0.51510101	48928018	N4BP1	NEDD4 binding protein 1
ILMN_1706511	4.16e-04	4.16e-05	-4.421532	1.610058	-0.51509764	371873248	TEF	TEF, PAR bZIP transcription factor
ILMN_2397646	4.90e-08	1.04e-09	-7.216897	11.917947	-0.51486869	387598072	GPM6A	glycoprotein M6A
ILMN_1706217	1.31e-05	7.24e-07	-5.532049	5.526979	-0.51458923	373432602	TLR4	toll like receptor 4
