ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
219814_at	9.18e-01	8.75e-01	0.157315	-7.403588	0.0050163	MBNL3	muscleblind like splicing regulator 3
220271_x_at	9.24e-01	8.85e-01	0.144845	-7.4054821	0.0050132	EFCAB6	EF-hand calcium binding domain 6
207179_at	9.42e-01	9.12e-01	0.1114	-7.4097907	0.0049952	TLX1	T-cell leukemia homeobox 1
219780_at	9.55e-01	9.32e-01	0.08537	-7.4123659	0.0049883	ZNF771	zinc finger protein 771
216965_x_at	9.43e-01	9.14e-01	0.108874	-7.4100704	0.0049738	SPG20	spastic paraplegia 20 (Troyer syndrome)
217692_at	9.47e-01	9.19e-01	0.10199	-7.4108002	0.0049732	MAGOH2P	mago homolog 2, pseudogene
214809_at	9.36e-01	9.02e-01	0.122945	-7.4084305	0.0049607	LOC100294145	uncharacterized LOC100294145
206154_at	9.34e-01	9.00e-01	0.126252	-7.4080162	0.004955	RLBP1	retinaldehyde binding protein 1
212024_x_at	9.38e-01	9.05e-01	0.119475	-7.4088534	0.0049295	FLII	FLII, actin remodeling protein
221326_s_at	9.20e-01	8.78e-01	0.153882	-7.404125	0.0049167	TUBD1	tubulin delta 1
215642_at	9.20e-01	8.78e-01	0.153319	-7.4042119	0.0048977		
214400_at	9.35e-01	9.02e-01	0.123847	-7.4083185	0.004891	INSL3	insulin like 3
200596_s_at	9.64e-01	9.44e-01	0.070373	-7.4135402	0.0048869	EIF3A	eukaryotic translation initiation factor 3 subunit A
216476_at	9.44e-01	9.15e-01	0.10662	-7.4103147	0.004851		
48580_at	9.33e-01	8.98e-01	0.128369	-7.4077451	0.0048034	CXXC1	CXXC finger protein 1
217666_at	9.34e-01	8.99e-01	0.126762	-7.4079513	0.0047997		
216046_at	9.31e-01	8.96e-01	0.131315	-7.4073605	0.0047706		
217539_at	9.08e-01	8.62e-01	0.1745	-7.4007215	0.0047269	C18orf25	chromosome 18 open reading frame 25
206873_at	9.44e-01	9.14e-01	0.108262	-7.4101373	0.0047113	CA6	carbonic anhydrase 6
202845_s_at	9.67e-01	9.50e-01	0.062802	-7.4140472	0.0047018	RALBP1	ralA binding protein 1
215494_at	9.07e-01	8.59e-01	0.17831	-7.4000458	0.0046806		
220424_at	9.47e-01	9.19e-01	0.101636	-7.4108365	0.004663	NPHS2	NPHS2, podocin
217981_s_at	9.48e-01	9.21e-01	0.099452	-7.4110573	0.0046297	TIMM10B	translocase of inner mitochondrial membrane 10 homolog B (yeast)
215917_at	8.76e-01	8.17e-01	0.232207	-7.388925	0.0046284	RAD21L1	RAD21 cohesin complex component like 1
207313_x_at	9.31e-01	8.94e-01	0.133097	-7.4071236	0.0046283	KIR3DL2///KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1
212341_at	9.66e-01	9.47e-01	0.066324	-7.4138186	0.0046236	YIPF6	Yip1 domain family member 6
201995_at	9.75e-01	9.62e-01	0.047389	-7.4149012	0.0046048	EXT1	exostosin glycosyltransferase 1
210164_at	9.80e-01	9.70e-01	0.037737	-7.4153143	0.0045897	GZMB	granzyme B
219583_s_at	9.50e-01	9.23e-01	0.096465	-7.4113515	0.0045879	SPATA7	spermatogenesis associated 7
214424_s_at	9.30e-01	8.93e-01	0.134361	-7.4069538	0.004579	ALDOB	aldolase, fructose-bisphosphate B
221138_s_at	9.41e-01	9.10e-01	0.113221	-7.409585	0.0045756		
206543_at	9.31e-01	8.95e-01	0.13226	-7.4072353	0.0045744	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
220732_at	9.53e-01	9.28e-01	0.089968	-7.4119605	0.0045669	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
201887_at	9.75e-01	9.61e-01	0.048524	-7.4148464	0.0045498	IL13RA1	interleukin 13 receptor subunit alpha 1
210329_s_at	9.31e-01	8.95e-01	0.132069	-7.4072608	0.0045466	SGCD	sarcoglycan delta
206471_s_at	9.65e-01	9.46e-01	0.068046	-7.4137022	0.0045155	PLXNC1	plexin C1
206202_at	9.20e-01	8.79e-01	0.152758	-7.4042982	0.0045086	MEOX2	mesenchyme homeobox 2
210182_at	9.39e-01	9.06e-01	0.117748	-7.4090594	0.0044995	CORT	cortistatin
201226_at	9.62e-01	9.41e-01	0.073925	-7.4132825	0.0044836	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
205210_at	9.56e-01	9.33e-01	0.084061	-7.4124774	0.0044778	TGFBRAP1	transforming growth factor beta receptor associated protein 1
211023_at	9.65e-01	9.47e-01	0.067067	-7.4137687	0.0044655	PDHB	pyruvate dehydrogenase (lipoamide) beta
216363_at	9.46e-01	9.17e-01	0.103838	-7.4106091	0.0044427		
211103_at	9.28e-01	8.91e-01	0.137389	-7.40654	0.0044397	MYO7A	myosin VIIA
206340_at	9.53e-01	9.29e-01	0.089927	-7.4119642	0.0044358	NR1H4	nuclear receptor subfamily 1 group H member 4
220237_at	9.11e-01	8.65e-01	0.170168	-7.401472	0.004417	ATG3	autophagy related 3
216307_at	9.45e-01	9.16e-01	0.105595	-7.410424	0.0043969	DGKB	diacylglycerol kinase beta
221457_s_at	9.55e-01	9.32e-01	0.085783	-7.4123303	0.0043833	BTNL2	butyrophilin like 2
208753_s_at	9.76e-01	9.64e-01	0.045784	-7.4149763	0.0043685	NAP1L1	nucleosome assembly protein 1 like 1
217573_at	9.26e-01	8.87e-01	0.14191	-7.4059053	0.0043549	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C
220686_s_at	9.46e-01	9.17e-01	0.104247	-7.4105662	0.0043455	PIWIL2	piwi like RNA-mediated gene silencing 2
205852_at	9.25e-01	8.86e-01	0.144118	-7.4055877	0.0043418	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2
211022_s_at	9.49e-01	9.22e-01	0.098206	-7.4111811	0.0043268	ATRX	ATRX, chromatin remodeler
203750_s_at	9.59e-01	9.37e-01	0.079297	-7.4128687	0.0043204	RARA	retinoic acid receptor alpha
217269_s_at	9.43e-01	9.13e-01	0.108881	-7.4100697	0.0043003	TMPRSS15	transmembrane protease, serine 15
207637_at	9.43e-01	9.13e-01	0.109115	-7.410044	0.004284	WSCD2	WSC domain containing 2
205337_at	9.34e-01	8.99e-01	0.127471	-7.4078606	0.0042826	DCT	dopachrome tautomerase
215151_at	9.31e-01	8.95e-01	0.131914	-7.4072814	0.0042613	DOCK10	dedicator of cytokinesis 10
220179_at	9.66e-01	9.48e-01	0.065763	-7.4138558	0.0042417	DPEP3	dipeptidase 3
219827_at	9.51e-01	9.25e-01	0.094978	-7.4114947	0.0042408	UCP3	uncoupling protein 3
208222_at	9.55e-01	9.32e-01	0.085963	-7.4123148	0.004197	ACVR1B	activin A receptor type 1B
216291_at	9.64e-01	9.45e-01	0.068728	-7.4136553	0.004184	ZNF440	zinc finger protein 440
214210_at	9.30e-01	8.93e-01	0.134965	-7.406872	0.0041694	SLC25A17	solute carrier family 25 member 17
212963_at	9.54e-01	9.30e-01	0.08767	-7.4121658	0.0041551	TM2D1	TM2 domain containing 1
214520_at	9.59e-01	9.37e-01	0.079719	-7.4128349	0.0041476	FOXC2	forkhead box C2
219852_s_at	9.63e-01	9.43e-01	0.071838	-7.4134355	0.0041218	MORN1	MORN repeat containing 1
216087_at	9.51e-01	9.25e-01	0.094565	-7.411534	0.0041097		
208210_at	9.56e-01	9.32e-01	0.084981	-7.4123992	0.004106	MAS1	MAS1 proto-oncogene, G protein-coupled receptor
204626_s_at	9.44e-01	9.15e-01	0.106673	-7.410309	0.004062	ITGB3	integrin subunit beta 3
204486_at	9.34e-01	8.99e-01	0.127511	-7.4078555	0.0040566	LOC101927338///KCNQ1OT1	uncharacterized LOC101927338///KCNQ1 opposite strand/antisense transcript 1 (non-protein coding)
220048_at	9.39e-01	9.07e-01	0.117106	-7.4091352	0.0040393	EDAR	ectodysplasin A receptor
214081_at	9.67e-01	9.50e-01	0.062984	-7.4140357	0.0040276	PLXDC1	plexin domain containing 1
208278_s_at	9.55e-01	9.32e-01	0.085316	-7.4123705	0.0040219		
214611_at	9.42e-01	9.11e-01	0.111804	-7.4097453	0.0040213	GRIK1	glutamate ionotropic receptor kainate type subunit 1
211619_s_at	9.54e-01	9.30e-01	0.087748	-7.4121589	0.004007	ALPPL2///ALPP	alkaline phosphatase, placental like 2///alkaline phosphatase, placental
219791_s_at	9.44e-01	9.15e-01	0.107419	-7.4102286	0.003995	HAND2-AS1	HAND2 antisense RNA 1 (head to head)
221072_at	9.47e-01	9.19e-01	0.102519	-7.4107459	0.0039912	GSN-AS1	GSN antisense RNA 1
210202_s_at	9.60e-01	9.39e-01	0.077043	-7.4130458	0.003981	BIN1	bridging integrator 1
222169_x_at	9.48e-01	9.20e-01	0.100751	-7.4109266	0.0039417	SH2D3A	SH2 domain containing 3A
206138_s_at	9.58e-01	9.36e-01	0.081108	-7.4127226	0.0039363	PI4KB	phosphatidylinositol 4-kinase beta
214416_at	9.41e-01	9.10e-01	0.112878	-7.409624	0.0039109		
203056_s_at	9.68e-01	9.51e-01	0.061117	-7.4141522	0.0038952	PRDM2	PR/SET domain 2
207562_at	9.49e-01	9.22e-01	0.097621	-7.4112387	0.0038852	DGKQ	diacylglycerol kinase theta
205536_at	9.48e-01	9.20e-01	0.100243	-7.4109778	0.0038794	VAV2	vav guanine nucleotide exchange factor 2
201217_x_at	9.59e-01	9.38e-01	0.078549	-7.412928	0.0038671	SNORD83B///SNORD139///RPL3	small nucleolar RNA, C/D box 83B///small nucleolar RNA, C/D box 139///ribosomal protein L3
AFFX-r2-Bs-dap-3_at	9.19e-01	8.77e-01	0.154913	-7.403965	0.0038608		
207779_at	9.55e-01	9.31e-01	0.086777	-7.4122441	0.0038475		
211705_s_at	9.48e-01	9.21e-01	0.099592	-7.4110433	0.0038388	SORBS1	sorbin and SH3 domain containing 1
211020_at	9.57e-01	9.35e-01	0.082207	-7.4126324	0.0038354	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)
206657_s_at	9.55e-01	9.31e-01	0.086967	-7.4122275	0.003823	MYOD1	myogenic differentiation 1
207369_at	9.31e-01	8.96e-01	0.131441	-7.4073439	0.0038043	BRS3	bombesin receptor subtype 3
207886_s_at	9.57e-01	9.34e-01	0.083005	-7.4125661	0.0037959	CALCR	calcitonin receptor
201575_at	9.67e-01	9.50e-01	0.063002	-7.4140346	0.0037817	SNW1	SNW domain containing 1
208340_at	9.23e-01	8.83e-01	0.147778	-7.4050507	0.0037571	LOC643733	caspase 4, apoptosis-related cysteine peptidase pseudogene
211981_at	9.86e-01	9.78e-01	0.027137	-7.41566	0.0037496	COL4A1	collagen type IV alpha 1 chain
215531_s_at	9.43e-01	9.13e-01	0.10946	-7.4100062	0.0037344	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit
209569_x_at	9.66e-01	9.48e-01	0.064974	-7.4139076	0.0037147	NSG1	neuron specific gene family member 1
212545_s_at	9.36e-01	9.03e-01	0.121833	-7.4085673	0.0037087	ZHX3	zinc fingers and homeoboxes 3
211389_x_at	9.50e-01	9.23e-01	0.097487	-7.4112519	0.0036999	KIR3DS1	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1
210037_s_at	9.54e-01	9.29e-01	0.089059	-7.4120424	0.0036964	NOS2	nitric oxide synthase 2
210819_x_at	9.31e-01	8.94e-01	0.132974	-7.4071401	0.0036739	DIO2	deiodinase, iodothyronine, type II
211960_s_at	9.80e-01	9.70e-01	0.038268	-7.415294	0.0036672	RAB7A	RAB7A, member RAS oncogene family
201641_at	9.85e-01	9.77e-01	0.029319	-7.4155981	0.003657	BST2	bone marrow stromal cell antigen 2
208548_at	9.31e-01	8.96e-01	0.131355	-7.4073554	0.0036332	IFNA6///IFNA5	interferon alpha 6///interferon alpha 5
202965_s_at	9.67e-01	9.50e-01	0.062761	-7.4140498	0.0036077	CAPN6	calpain 6
215547_at	9.52e-01	9.27e-01	0.09192	-7.411782	0.0035661	TSC22D2	TSC22 domain family member 2
201353_s_at	9.76e-01	9.63e-01	0.046467	-7.4149447	0.0035433	BAZ2A	bromodomain adjacent to zinc finger domain 2A
219495_s_at	9.65e-01	9.46e-01	0.0678	-7.413719	0.0035407	ZNF180	zinc finger protein 180
207415_at	9.32e-01	8.96e-01	0.130897	-7.4074157	0.0035212	PLA2R1	phospholipase A2 receptor 1
210748_at	9.59e-01	9.38e-01	0.078153	-7.4129592	0.0035167		
214127_s_at	9.61e-01	9.41e-01	0.074384	-7.4132483	0.0035086	SRRT	serrate, RNA effector molecule
218637_at	9.75e-01	9.62e-01	0.047598	-7.4148912	0.0034986	IMPACT	impact RWD domain protein
215161_at	9.64e-01	9.45e-01	0.068729	-7.4136552	0.0034956	CAMK1G	calcium/calmodulin dependent protein kinase IG
213745_at	9.37e-01	9.04e-01	0.120702	-7.4087052	0.0034818	ATRNL1	attractin like 1
218925_s_at	9.51e-01	9.25e-01	0.094277	-7.4115614	0.0034528	C11orf1	chromosome 11 open reading frame 1
221873_at	9.69e-01	9.52e-01	0.059798	-7.4142324	0.0034327	ZNF143	zinc finger protein 143
206878_at	9.58e-01	9.36e-01	0.080531	-7.4127695	0.0034253	DAO	D-amino acid oxidase
221968_s_at	9.73e-01	9.59e-01	0.051759	-7.4146833	0.0034237	ZNF771	zinc finger protein 771
210810_s_at	9.62e-01	9.42e-01	0.072404	-7.4133944	0.0033992	SLC6A5	solute carrier family 6 member 5
217694_at	9.25e-01	8.87e-01	0.142996	-7.4057497	0.0033838		
216077_s_at	9.51e-01	9.26e-01	0.093679	-7.4116179	0.0033838	L3MBTL1	l(3)mbt-like 1 (Drosophila)
220648_at	9.59e-01	9.38e-01	0.078468	-7.4129345	0.0033721	ADARB2	adenosine deaminase, RNA specific B2 (inactive)
205973_at	9.69e-01	9.52e-01	0.059945	-7.4142235	0.0033582	FEZ1	fasciculation and elongation protein zeta 1
203872_at	9.52e-01	9.26e-01	0.09274	-7.4117059	0.003344	ACTA1	actin, alpha 1, skeletal muscle
217105_at	9.47e-01	9.19e-01	0.102272	-7.4107713	0.0033412		
207774_at	9.51e-01	9.26e-01	0.093701	-7.4116158	0.0033319	ATG10	autophagy related 10
204340_at	9.70e-01	9.54e-01	0.057626	-7.4143606	0.0033251	TMEM187	transmembrane protein 187
220554_at	9.70e-01	9.53e-01	0.058668	-7.4142997	0.0033186	SLC22A7	solute carrier family 22 member 7
205974_at	9.51e-01	9.26e-01	0.093584	-7.4116269	0.0032695	HOXD1	homeobox D1
220411_x_at	9.68e-01	9.52e-01	0.060866	-7.4141676	0.0032571	PODNL1	podocan like 1
202636_at	9.73e-01	9.59e-01	0.051595	-7.4146918	0.0032283	RNF103	ring finger protein 103
206909_at	9.32e-01	8.97e-01	0.130261	-7.4074992	0.003228		
203062_s_at	9.82e-01	9.72e-01	0.035089	-7.4154112	0.0032241	MDC1	mediator of DNA damage checkpoint 1
204488_at	9.57e-01	9.35e-01	0.08227	-7.4126271	0.0031909	DOLK	dolichol kinase
208432_s_at	9.66e-01	9.48e-01	0.065411	-7.413879	0.0031901	CACNA1E	calcium voltage-gated channel subunit alpha1 E
217489_s_at	9.50e-01	9.23e-01	0.096618	-7.4113367	0.0031692	IL6R	interleukin 6 receptor
214386_at	9.64e-01	9.45e-01	0.069425	-7.4136069	0.0031287		
216679_at	9.70e-01	9.54e-01	0.057793	-7.4143509	0.0031192	DDR1-AS1	DDR1 antisense RNA 1 (head to head)
217911_s_at	9.84e-01	9.76e-01	0.030451	-7.4155641	0.003106	BAG3	BCL2 associated athanogene 3
221083_at	9.64e-01	9.45e-01	0.068951	-7.4136399	0.0030791	KCNQ4	potassium voltage-gated channel subfamily Q member 4
202772_at	9.68e-01	9.51e-01	0.061507	-7.4141282	0.0030717	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase
212672_at	9.68e-01	9.51e-01	0.061804	-7.4141097	0.0030521	ATM	ATM serine/threonine kinase
221070_s_at	9.69e-01	9.52e-01	0.060253	-7.4142049	0.0030518	CCAR2	cell cycle and apoptosis regulator 2
205118_at	9.39e-01	9.08e-01	0.116426	-7.409215	0.0030252	FPR1	formyl peptide receptor 1
207071_s_at	9.79e-01	9.67e-01	0.041472	-7.4151655	0.0030196	ACO1	aconitase 1
210976_s_at	9.77e-01	9.64e-01	0.044722	-7.4150247	0.0029927	PFKM	phosphofructokinase, muscle
214961_at	9.54e-01	9.30e-01	0.088017	-7.4121351	0.0029897	MTUS2	microtubule associated tumor suppressor candidate 2
214391_x_at	9.73e-01	9.58e-01	0.052398	-7.4146498	0.0029887	PTGER1	prostaglandin E receptor 1
205556_at	9.46e-01	9.17e-01	0.104215	-7.4105696	0.0029859	MSX2	msh homeobox 2
211390_at	9.50e-01	9.23e-01	0.096309	-7.4113667	0.0029751	N4BP2L1	NEDD4 binding protein 2 like 1
205492_s_at	9.55e-01	9.31e-01	0.08646	-7.4122717	0.0029674	DPYSL4	dihydropyrimidinase like 4
208566_at	9.64e-01	9.45e-01	0.069536	-7.4135991	0.0029632	LOC100996843	ATP-sensitive inward rectifier potassium channel 12-like
206535_at	9.49e-01	9.22e-01	0.098484	-7.4111537	0.0029594	SLC2A2	solute carrier family 2 member 2
210921_at	9.63e-01	9.44e-01	0.071011	-7.4134949	0.0029558	LOC101929078	myb-related transcription factor, partner of profilin-like
209237_s_at	9.62e-01	9.42e-01	0.073269	-7.4133311	0.0029459	SLC23A2	solute carrier family 23 member 2
205537_s_at	9.74e-01	9.60e-01	0.0504	-7.4147531	0.0029274	VAV2	vav guanine nucleotide exchange factor 2
220332_at	9.58e-01	9.36e-01	0.080154	-7.4128	0.0029246	CLDN16	claudin 16
221881_s_at	9.80e-01	9.69e-01	0.038608	-7.4152809	0.0029231	CLIC4	chloride intracellular channel 4
219695_at	9.69e-01	9.52e-01	0.059741	-7.4142358	0.0029188	SMPD3	sphingomyelin phosphodiesterase 3
211602_s_at	9.64e-01	9.45e-01	0.069121	-7.413628	0.0029173	TRPC1	transient receptor potential cation channel subfamily C member 1
221944_at	9.65e-01	9.46e-01	0.067787	-7.4137199	0.0029141	FLJ42627	uncharacterized LOC645644
214345_at	9.71e-01	9.56e-01	0.055446	-7.4144845	0.0028976		
203406_at	9.70e-01	9.54e-01	0.057384	-7.4143746	0.0028796	MFAP1	microfibrillar associated protein 1
81737_at	9.65e-01	9.46e-01	0.067708	-7.4137253	0.0028738	LOC100505915	uncharacterized LOC100505915
222202_at	9.47e-01	9.19e-01	0.101727	-7.4108272	0.0028732		
221226_s_at	9.72e-01	9.57e-01	0.053939	-7.4145674	0.0028152	ASIC4	acid sensing ion channel subunit family member 4
200938_s_at	9.63e-01	9.43e-01	0.072192	-7.4134098	0.0028134	RERE	arginine-glutamic acid dipeptide repeats
216669_at	9.47e-01	9.19e-01	0.101419	-7.4108586	0.0027978	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
216865_at	9.51e-01	9.25e-01	0.094257	-7.4115633	0.0027975	COL14A1	collagen type XIV alpha 1 chain
220281_at	9.51e-01	9.24e-01	0.095408	-7.4114535	0.0027952	SLC12A1	solute carrier family 12 member 1
209929_s_at	9.69e-01	9.52e-01	0.060172	-7.4142098	0.002766	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
212313_at	9.73e-01	9.59e-01	0.051753	-7.4146836	0.0027387	CHMP7	charged multivesicular body protein 7
207421_at	9.67e-01	9.49e-01	0.064112	-7.4139636	0.0027347	CA5A	carbonic anhydrase 5A
208925_at	9.87e-01	9.80e-01	0.025233	-7.4157102	0.0026375	CLDND1	claudin domain containing 1
220680_at	9.68e-01	9.51e-01	0.061777	-7.4141114	0.002637	RAVER2	ribonucleoprotein, PTB binding 2
221621_at	9.53e-01	9.28e-01	0.090421	-7.4119194	0.0026293	MIR6516///SCARNA16///SNHG20	microRNA 6516///small Cajal body-specific RNA 16///small nucleolar RNA host gene 20
203393_at	9.75e-01	9.61e-01	0.04868	-7.4148388	0.002628	HES1	hes family bHLH transcription factor 1
217242_at	9.66e-01	9.49e-01	0.06473	-7.4139236	0.0025903	ZNF154	zinc finger protein 154
207880_at	9.74e-01	9.61e-01	0.049532	-7.4147967	0.0025883	ADAM11	ADAM metallopeptidase domain 11
221180_at	9.75e-01	9.61e-01	0.048525	-7.4148463	0.0025732	MAP3K19	mitogen-activated protein kinase kinase kinase 19
214826_at	9.61e-01	9.40e-01	0.075091	-7.4131951	0.0025529	PDE12	phosphodiesterase 12
209618_at	9.81e-01	9.72e-01	0.035514	-7.4153962	0.0025491	CTNND2	catenin delta 2
217517_x_at	9.63e-01	9.43e-01	0.071845	-7.413435	0.002532	SRPK2	SRSF protein kinase 2
207602_at	9.66e-01	9.48e-01	0.06557	-7.4138685	0.0024979	TMPRSS11D	transmembrane protease, serine 11D
202152_x_at	9.74e-01	9.60e-01	0.050778	-7.4147339	0.0024857	USF2	upstream transcription factor 2, c-fos interacting
216908_x_at	9.71e-01	9.55e-01	0.056163	-7.4144443	0.0024845	RRN3P1	RRN3 homolog, RNA polymerase I transcription factor pseudogene 1
215187_at	9.71e-01	9.55e-01	0.056749	-7.414411	0.0024821	LOC55338	uncharacterized LOC55338
208504_x_at	9.73e-01	9.58e-01	0.053018	-7.414617	0.0024816	PCDHB11	protocadherin beta 11
202702_at	9.64e-01	9.46e-01	0.068442	-7.413675	0.0024801	TRIM26	tripartite motif containing 26
202696_at	9.78e-01	9.67e-01	0.042083	-7.4151398	0.0024774	OXSR1	oxidative stress responsive 1
221013_s_at	9.77e-01	9.65e-01	0.04436	-7.4150409	0.0024504	APOL2	apolipoprotein L2
219438_at	9.73e-01	9.58e-01	0.052219	-7.4146593	0.0024498	NKAIN1	Na+/K+ transporting ATPase interacting 1
214018_at	9.74e-01	9.60e-01	0.050494	-7.4147483	0.0024403	GRIP1	glutamate receptor interacting protein 1
210763_x_at	9.73e-01	9.58e-01	0.053373	-7.414598	0.0024084	NCR3	natural cytotoxicity triggering receptor 3
210419_at	9.67e-01	9.50e-01	0.062697	-7.4140538	0.0023656	BARX2	BARX homeobox 2
213862_at	9.73e-01	9.58e-01	0.052927	-7.4146218	0.0023565		
210501_x_at	9.80e-01	9.70e-01	0.037733	-7.4153144	0.0023494	EIF3K	eukaryotic translation initiation factor 3 subunit K
211872_s_at	9.68e-01	9.51e-01	0.061405	-7.4141345	0.0023329	RGS11	regulator of G-protein signaling 11
214025_at	9.67e-01	9.49e-01	0.063885	-7.4139782	0.0023287	DDX28	DEAD-box helicase 28
215725_at	9.78e-01	9.65e-01	0.043548	-7.4150768	0.0023086	DGCR11	DiGeorge syndrome critical region gene 11 (non-protein coding)
208060_at	9.70e-01	9.54e-01	0.057597	-7.4143623	0.0023055	PAX7	paired box 7
222158_s_at	9.88e-01	9.82e-01	0.022446	-7.415777	0.0022925	DESI2	desumoylating isopeptidase 2
211338_at	9.61e-01	9.41e-01	0.074324	-7.4132528	0.0022921	IFNA2	interferon alpha 2
219488_at	9.78e-01	9.66e-01	0.042891	-7.4151053	0.0022892	A4GALT	alpha 1,4-galactosyltransferase
208311_at	9.64e-01	9.45e-01	0.069169	-7.4136247	0.0022755	GPR50	G protein-coupled receptor 50
205754_at	9.78e-01	9.65e-01	0.04384	-7.4150639	0.0022484	F2	coagulation factor II, thrombin
211652_s_at	9.82e-01	9.72e-01	0.034656	-7.4154264	0.0022461	LBP	lipopolysaccharide binding protein
216288_at	9.66e-01	9.48e-01	0.065669	-7.413862	0.0022375	CYSLTR1	cysteinyl leukotriene receptor 1
216116_at	9.72e-01	9.57e-01	0.054591	-7.4145319	0.00222	CELSR3-AS1	CELSR3 antisense RNA 1 (head to head)
207544_s_at	9.59e-01	9.38e-01	0.078564	-7.4129269	0.0021987	ADH6	alcohol dehydrogenase 6 (class V)
217128_s_at	9.61e-01	9.40e-01	0.075118	-7.4131931	0.0021926	CAMK1G	calcium/calmodulin dependent protein kinase IG
208011_at	9.75e-01	9.61e-01	0.048765	-7.4148346	0.0021824	PTPN22	protein tyrosine phosphatase, non-receptor type 22
210318_at	9.72e-01	9.57e-01	0.054247	-7.4145507	0.00218	RBP3	retinol binding protein 3
220729_at	9.64e-01	9.46e-01	0.06849	-7.4136717	0.0021782		
210194_at	9.48e-01	9.20e-01	0.100427	-7.4109593	0.0021781	PLA2R1	phospholipase A2 receptor 1
207964_x_at	9.75e-01	9.62e-01	0.04775	-7.4148839	0.0021729	IFNA4	interferon alpha 4
207010_at	9.70e-01	9.54e-01	0.057925	-7.4143432	0.0021586	GABRB1	gamma-aminobutyric acid type A receptor beta1 subunit
207841_at	9.72e-01	9.57e-01	0.05458	-7.4145325	0.0021377	SPIN2A	spindlin family member 2A
210515_at	9.74e-01	9.60e-01	0.049977	-7.4147745	0.0021196	HNF1A	HNF1 homeobox A
208120_x_at	9.81e-01	9.71e-01	0.03592	-7.4153816	0.0021128	FKSG49	FKSG49
218505_at	9.85e-01	9.76e-01	0.029724	-7.4155861	0.0020714	WDR59	WD repeat domain 59
207379_at	9.83e-01	9.75e-01	0.03182	-7.4155212	0.0020682	EDIL3	EGF like repeats and discoidin domains 3
209977_at	9.73e-01	9.59e-01	0.052087	-7.4146662	0.0020655	PLG	plasminogen
204665_at	9.80e-01	9.69e-01	0.038969	-7.4152667	0.0020641	SIKE1	suppressor of IKBKE 1
217056_at	9.54e-01	9.30e-01	0.087476	-7.4121829	0.0020516	YME1L1	YME1 like 1 ATPase
207198_s_at	9.87e-01	9.81e-01	0.024366	-7.4157318	0.0020168	LIMS4///LIMS1	LIM zinc finger domain containing 4///LIM zinc finger domain containing 1
211446_at	9.72e-01	9.57e-01	0.054115	-7.4145579	0.0020144	RGSL1	regulator of G-protein signaling like 1
221678_at	9.82e-01	9.72e-01	0.034638	-7.4154271	0.0019614	ABHD6	abhydrolase domain containing 6
211463_at	9.71e-01	9.56e-01	0.055362	-7.4144892	0.0019439	ZIC4	Zic family member 4
219948_x_at	9.46e-01	9.18e-01	0.103265	-7.4106687	0.0019036	UGT2A3	UDP glucuronosyltransferase family 2 member A3
212217_at	9.90e-01	9.85e-01	0.019227	-7.4158445	0.0019027	PREPL	prolyl endopeptidase-like
221114_at	9.82e-01	9.73e-01	0.033418	-7.4154688	0.0018982	AMBN	ameloblastin
216780_at	9.74e-01	9.60e-01	0.050013	-7.4147726	0.0018947	ZNF443	zinc finger protein 443
207225_at	9.66e-01	9.48e-01	0.064758	-7.4139218	0.0018461	AANAT	aralkylamine N-acetyltransferase
217538_at	9.80e-01	9.69e-01	0.038369	-7.4152901	0.0018175	SGSM2	small G protein signaling modulator 2
216719_s_at	9.69e-01	9.53e-01	0.05951	-7.4142497	0.0018084	RAB11FIP4	RAB11 family interacting protein 4
205845_at	9.79e-01	9.68e-01	0.039939	-7.4152283	0.0017747	CACNA1H	calcium voltage-gated channel subunit alpha1 H
221921_s_at	9.79e-01	9.68e-01	0.040464	-7.415207	0.0017283	CADM3	cell adhesion molecule 3
210055_at	9.74e-01	9.60e-01	0.050234	-7.4147615	0.0016999	TSHR	thyroid stimulating hormone receptor
220871_at	9.85e-01	9.77e-01	0.02916	-7.4156028	0.00169		
207212_at	9.84e-01	9.75e-01	0.030796	-7.4155535	0.0016831	SLC9A3	solute carrier family 9 member A3
204056_s_at	9.80e-01	9.70e-01	0.037698	-7.4153158	0.0016328	MVK	mevalonate kinase
217412_at	9.83e-01	9.74e-01	0.032464	-7.4155004	0.0016245		
203732_at	9.89e-01	9.83e-01	0.02155	-7.4157968	0.0016182	TRIP4	thyroid hormone receptor interactor 4
